id,resume_text_256,jd_text_128,job_family,seniority,advance
RS00440,"2+ years experience; key skills: java, selenium, aws, communication, linux. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: postgres, spring.",Backend,Mid,0
RS00441,"1+ years experience; key skills: rest, backlog, selenium, jira, kafka. Delivered projects with focus on selenium and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: aws, microservices.",Backend,Junior,0
RS00442,"1+ years experience; key skills: css, javascript, backlog, spring, sql, bash. Delivered projects with focus on spring and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, ui.",Frontend,Junior,1
RS00443,"5+ years experience; key skills: requirements, planning, docker, python, bash, metrics, rest. Delivered projects with focus on bash and collaboration. Comfortable with documentation.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, roadmap.",PM,Mid,1
RS00444,"6+ years experience; key skills: statistics, linux, aws, rest, java. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, etl.",Data,Senior,0
RS00445,"0+ years experience; key skills: test-cases, bug-tracking, api-testing, stakeholders, ui, bash, jira, backlog. Delivered projects with focus on stakeholders and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, selenium.",QA,Junior,1
RS00446,"2+ years experience; key skills: stakeholders, requirements, databases, html, aws. Delivered projects with focus on aws and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, communication.",PM,Mid,1
RS00447,"5+ years experience; key skills: javascript, regression, typescript, accessibility, postgres. Delivered projects with focus on postgres and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, testing.",Frontend,Mid,0
RS00448,"1+ years experience; key skills: scikit-learn, regression, ci/cd, postgres, databases. Delivered projects with focus on databases and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Junior,0
RS00449,"1+ years experience; key skills: javascript, selenium, kafka, pytest. Delivered projects with focus on selenium and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, accessibility.",Frontend,Junior,0
RS00450,"0+ years experience; key skills: statistics, sql, python, pandas, typescript, ci/cd, backlog, requirements, jira. Delivered projects with focus on typescript and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: aws, tableau.",Data,Junior,1
RS00451,"2+ years experience; key skills: html, javascript, react, linux, requirements. Delivered projects with focus on linux and collaboration. Comfortable with scrum.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Junior,1
RS00452,"9+ years experience; key skills: testing, stakeholders, aws, terraform, jira. Delivered projects with focus on aws and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, monitoring.",DevOps,Senior,0
RS00453,"9+ years experience; key skills: test-cases, docker, html, postgres, tableau. Delivered projects with focus on html and collaboration. Comfortable with code reviews.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, cypress.",QA,Senior,0
RS00454,"0+ years experience; key skills: html, api-testing, aws, pytest. Delivered projects with focus on aws and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, agile.",PM,Junior,0
RS00455,"0+ years experience; key skills: docker, monitoring, communication, scrum, stakeholders, tableau. Delivered projects with focus on tableau and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, terraform.",DevOps,Junior,0
RS00456,"9+ years experience; key skills: python, roadmap, html, regression, numpy, tableau, bash. Delivered projects with focus on roadmap and collaboration. Comfortable with documentation.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, etl.",Data,Senior,0
RS00457,"5+ years experience; key skills: etl, kafka, postgres, aws. Delivered projects with focus on postgres and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, aws.",DevOps,Mid,0
RS00458,"7+ years experience; key skills: selenium, aws, bash, regression, bug-tracking. Delivered projects with focus on selenium and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: docker, postgres.",Backend,Senior,0
RS00459,"4+ years experience; key skills: html, css, ui, typescript, aws, accessibility, kafka. Delivered projects with focus on kafka and collaboration. Comfortable with code reviews.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, webpack.",Frontend,Mid,1
RS00460,"10+ years experience; key skills: metrics, rest, api-testing, pytest. Delivered projects with focus on pytest and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, docker.",DevOps,Senior,0
RS00461,"5+ years experience; key skills: microservices, spring, docker, agile. Delivered projects with focus on microservices and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: docker, microservices.",Backend,Mid,0
RS00462,"10+ years experience; key skills: containers, pandas, kubernetes, metrics, pytest. Delivered projects with focus on pytest and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, communication.",PM,Senior,0
RS00463,"8+ years experience; key skills: planning, spring, metrics, communication, backlog, roadmap, api-testing. Delivered projects with focus on roadmap and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, roadmap.",PM,Senior,0
RS00464,"1+ years experience; key skills: testing, bug-tracking, regression, databases, pandas, roadmap, pytest, css. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, regression.",QA,Junior,1
RS00465,"0+ years experience; key skills: css, pytest, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, metrics.",PM,Junior,0
RS00466,"5+ years experience; key skills: kafka, stakeholders, containers, typescript, testing. Delivered projects with focus on kafka and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: ui, react.",Frontend,Senior,0
RS00467,"6+ years experience; key skills: python, statistics, webpack, spring, cypress, numpy. Delivered projects with focus on cypress and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: pandas, aws.",Data,Senior,1
RS00468,"4+ years experience; key skills: html, monitoring, communication, pandas, regression, webpack, test-cases. Delivered projects with focus on test-cases and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, typescript.",Frontend,Mid,0
RS00469,"4+ years experience; key skills: bug-tracking, test-cases, typescript, selenium, databases. Delivered projects with focus on typescript and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, regression.",QA,Mid,1
RS00470,"0+ years experience; key skills: html, css, regression, postgres, pandas, ui, statistics. Delivered projects with focus on postgres and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, react.",Frontend,Junior,1
RS00471,"6+ years experience; key skills: kubernetes, java, aws, bash. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, kubernetes.",DevOps,Senior,0
RS00472,"5+ years experience; key skills: stakeholders, requirements, numpy, spring, roadmap, html. Delivered projects with focus on spring and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, agile.",PM,Mid,1
RS00473,"9+ years experience; key skills: cypress, linux, java. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, aws.",DevOps,Senior,0
RS00474,"7+ years experience; key skills: rest, etl, backlog, pytest, regression. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: tableau, aws.",Data,Senior,0
RS00475,"7+ years experience; key skills: stakeholders, terraform, python, ci/cd, bash, communication. Delivered projects with focus on terraform and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, kubernetes.",DevOps,Senior,0
RS00476,"0+ years experience; key skills: docker, accessibility, ci/cd, bug-tracking. Delivered projects with focus on accessibility and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, bash.",DevOps,Junior,0
RS00477,"5+ years experience; key skills: testing, aws, terraform, roadmap, communication, typescript, html. Delivered projects with focus on terraform and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, pytest.",QA,Senior,0
RS00478,"0+ years experience; key skills: python, sql, bash, regression, metrics, aws, monitoring, agile. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: pandas, etl.",Data,Junior,1
RS00479,"4+ years experience; key skills: css, javascript, metrics, linux, python. Delivered projects with focus on linux and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, typescript.",Frontend,Mid,1
RS00480,"6+ years experience; key skills: ci/cd, numpy, monitoring, python, accessibility, linux. Delivered projects with focus on python and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, docker.",DevOps,Senior,0
RS00481,"2+ years experience; key skills: containers, ci/cd, linux, java, html, kafka. Delivered projects with focus on kafka and collaboration. Comfortable with code reviews.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Junior,1
RS00482,"5+ years experience; key skills: statistics, bug-tracking, containers, selenium, pytest. Delivered projects with focus on pytest and collaboration. Comfortable with code reviews.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: tableau, etl.",Data,Senior,0
RS00483,"7+ years experience; key skills: linux, agile, spring. Delivered projects with focus on agile and collaboration. Comfortable with agile.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, roadmap.",PM,Senior,0
RS00484,"1+ years experience; key skills: requirements, stakeholders, planning, selenium, testing, cypress, numpy, scrum. Delivered projects with focus on numpy and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, metrics.",PM,Junior,1
RS00485,"8+ years experience; key skills: containers, python, scrum, spring, jira, api-testing, backlog. Delivered projects with focus on spring and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, kubernetes.",DevOps,Senior,0
RS00486,"10+ years experience; key skills: html, jira, scikit-learn, stakeholders, microservices, react. Delivered projects with focus on stakeholders and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, testing.",Frontend,Senior,0
RS00487,"5+ years experience; key skills: containers, linux, pytest, spring, agile, scikit-learn, communication, docker. Delivered projects with focus on agile and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Mid,1
RS00488,"1+ years experience; key skills: scrum, kafka, webpack. Delivered projects with focus on webpack and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, accessibility.",Frontend,Junior,0
RS00489,"1+ years experience; key skills: python, ui, docker. Delivered projects with focus on ui and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: react, typescript.",Frontend,Junior,0
RS00490,"6+ years experience; key skills: javascript, roadmap, webpack, linux, tableau, jira, planning. Delivered projects with focus on linux and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, webpack.",Frontend,Senior,0
RS00491,"5+ years experience; key skills: html, css, pandas, kubernetes, statistics, microservices, bash, typescript. Delivered projects with focus on kubernetes and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: typescript, ui.",Frontend,Mid,1
RS00492,"7+ years experience; key skills: containers, python, css, scrum. Delivered projects with focus on python and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, monitoring.",DevOps,Senior,0
RS00493,"2+ years experience; key skills: etl, tableau, accessibility, containers. Delivered projects with focus on accessibility and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Junior,0
RS00494,"4+ years experience; key skills: kafka, python, rest, cypress, terraform. Delivered projects with focus on python and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, metrics.",PM,Mid,0
RS00495,"8+ years experience; key skills: monitoring, spring, docker, css. Delivered projects with focus on spring and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, terraform.",DevOps,Senior,0
RS00496,"3+ years experience; key skills: planning, stakeholders, javascript, statistics, react, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, communication.",PM,Mid,1
RS00497,"2+ years experience; key skills: css, javascript, html, monitoring, typescript, scikit-learn, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: react, webpack.",Frontend,Mid,1
RS00498,"5+ years experience; key skills: bug-tracking, python, accessibility, html, roadmap, communication. Delivered projects with focus on html and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, terraform.",DevOps,Mid,0
RS00499,"2+ years experience; key skills: backlog, roadmap, rest, jira. Delivered projects with focus on roadmap and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, typescript.",Frontend,Junior,0
RS00500,"2+ years experience; key skills: requirements, planning, stakeholders, webpack, spring, kubernetes, ui, jira. Delivered projects with focus on webpack and collaboration. Comfortable with documentation.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, backlog.",PM,Junior,1
RS00501,"5+ years experience; key skills: scrum, agile, containers, bash. Delivered projects with focus on agile and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, communication.",PM,Senior,0
RS00502,"10+ years experience; key skills: api-testing, postgres, ui, pytest, tableau, pandas. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: spring, microservices.",Backend,Senior,0
RS00503,"3+ years experience; key skills: statistics, python, sql, webpack, css, docker, cypress, roadmap, planning. Delivered projects with focus on cypress and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, tableau.",Data,Mid,1
RS00504,"0+ years experience; key skills: statistics, sql, ui, communication, docker, regression, terraform, selenium. Delivered projects with focus on ui and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, pandas.",Data,Junior,1
RS00505,"0+ years experience; key skills: etl, spring, ui, python, stakeholders. Delivered projects with focus on etl and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, cypress.",QA,Junior,0
RS00506,"3+ years experience; key skills: planning, stakeholders, monitoring, databases, agile. Delivered projects with focus on databases and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, communication.",PM,Mid,1
RS00507,"2+ years experience; key skills: rest, java, monitoring, pytest, kubernetes, microservices. Delivered projects with focus on kubernetes and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: microservices, kafka.",Backend,Junior,1
RS00508,"7+ years experience; key skills: stakeholders, planning, requirements, roadmap, containers, java, microservices, javascript. Delivered projects with focus on containers and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, agile.",PM,Senior,1
RS00509,"4+ years experience; key skills: requirements, etl, test-cases, kubernetes, terraform. Delivered projects with focus on etl and collaboration. Comfortable with documentation.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, communication.",PM,Mid,0
RS00510,"0+ years experience; key skills: selenium, jira, backlog. Delivered projects with focus on jira and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, react.",Frontend,Junior,0
RS00511,"6+ years experience; key skills: bug-tracking, test-cases, testing, pytest, roadmap, microservices, javascript, containers. Delivered projects with focus on pytest and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, api-testing.",QA,Senior,1
RS00512,"5+ years experience; key skills: testing, bug-tracking, test-cases, scikit-learn, spring, statistics, jira. Delivered projects with focus on statistics and collaboration. Comfortable with scrum.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, pytest.",QA,Mid,1
RS00513,"6+ years experience; key skills: aws, test-cases, planning, cypress. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, monitoring.",DevOps,Senior,0
RS00514,"5+ years experience; key skills: javascript, aws, tableau, backlog, pandas. Delivered projects with focus on tableau and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, react.",Frontend,Mid,0
RS00515,"0+ years experience; key skills: html, scrum, webpack, kafka, aws. Delivered projects with focus on kafka and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Junior,0
RS00516,"8+ years experience; key skills: statistics, webpack, ui, api-testing, cypress, selenium. Delivered projects with focus on webpack and collaboration. Comfortable with code reviews.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: pandas, scikit-learn.",Data,Senior,0
RS00517,"3+ years experience; key skills: stakeholders, planning, pandas, agile, css, monitoring, backlog, jira. Delivered projects with focus on jira and collaboration. Comfortable with documentation.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Mid,1
RS00518,"0+ years experience; key skills: planning, stakeholders, bash, backlog, communication, docker. Delivered projects with focus on backlog and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Junior,1
RS00519,"4+ years experience; key skills: requirements, communication, metrics, docker. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, agile.",PM,Mid,0
RS00520,"1+ years experience; key skills: containers, linux, ci/cd, bash, api-testing, bash, communication, microservices, java. Delivered projects with focus on bash and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, docker.",DevOps,Junior,1
RS00521,"1+ years experience; key skills: java, rest, microservices, css, docker, jira, bug-tracking. Delivered projects with focus on docker and collaboration. Comfortable with scrum.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: microservices, postgres.",Backend,Junior,1
RS00522,"10+ years experience; key skills: testing, monitoring, scrum, test-cases. Delivered projects with focus on test-cases and collaboration. Comfortable with scrum.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, pytest.",QA,Senior,0
RS00523,"1+ years experience; key skills: docker, roadmap, jira, requirements. Delivered projects with focus on jira and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, aws.",DevOps,Junior,0
RS00524,"3+ years experience; key skills: databases, kafka, sql, communication. Delivered projects with focus on kafka and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, docker.",Backend,Mid,0
RS00525,"5+ years experience; key skills: ci/cd, microservices, microservices, bash, css. Delivered projects with focus on css and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, microservices.",Backend,Mid,0
RS00526,"0+ years experience; key skills: testing, bug-tracking, backlog, ui, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, pytest.",QA,Junior,1
RS00527,"1+ years experience; key skills: html, planning, scikit-learn, api-testing, statistics. Delivered projects with focus on planning and collaboration. Comfortable with scrum.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, testing.",Frontend,Junior,0
RS00528,"9+ years experience; key skills: testing, test-cases, bug-tracking, jira, pandas, backlog, communication, cypress, javascript. Delivered projects with focus on cypress and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, api-testing.",QA,Senior,1
RS00529,"8+ years experience; key skills: java, bug-tracking, webpack, planning, communication. Delivered projects with focus on bug-tracking and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: kafka, docker.",Backend,Senior,0
RS00530,"6+ years experience; key skills: python, sql, statistics, containers, etl, jira, terraform, selenium, kafka. Delivered projects with focus on etl and collaboration. Comfortable with documentation.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, scikit-learn.",Data,Senior,1
RS00531,"10+ years experience; key skills: html, javascript, css, stakeholders, react, statistics, selenium. Delivered projects with focus on statistics and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Senior,1
RS00532,"0+ years experience; key skills: ci/cd, linux, containers, typescript. Delivered projects with focus on typescript and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, aws.",DevOps,Junior,0
RS00533,"8+ years experience; key skills: requirements, microservices, spring, statistics. Delivered projects with focus on statistics and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, metrics.",PM,Senior,0
RS00534,"10+ years experience; key skills: planning, stakeholders, jira, html, python, ui. Delivered projects with focus on jira and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, backlog.",PM,Senior,1
RS00535,"6+ years experience; key skills: testing, communication, accessibility, bash. Delivered projects with focus on accessibility and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: react, typescript.",Frontend,Senior,0
RS00536,"10+ years experience; key skills: sql, python, jira, postgres, testing, etl, test-cases, react. Delivered projects with focus on jira and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: pandas, tableau.",Data,Senior,1
RS00537,"1+ years experience; key skills: statistics, python, selenium, planning, javascript, tableau, postgres. Delivered projects with focus on selenium and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, pandas.",Data,Junior,0
RS00538,"3+ years experience; key skills: ci/cd, linux, statistics, docker. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, monitoring.",DevOps,Mid,0
RS00539,"2+ years experience; key skills: stakeholders, planning, bug-tracking, agile, selenium, roadmap, postgres. Delivered projects with focus on postgres and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, metrics.",PM,Junior,1
RS00540,"2+ years experience; key skills: testing, databases, rest, accessibility, python, aws. Delivered projects with focus on aws and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Mid,0
RS00541,"9+ years experience; key skills: metrics, testing, spring, docker. Delivered projects with focus on spring and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, terraform.",DevOps,Senior,0
RS00542,"6+ years experience; key skills: pytest, docker, testing, css, java. Delivered projects with focus on testing and collaboration. Comfortable with code reviews.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: tableau, pandas.",Data,Senior,0
RS00543,"6+ years experience; key skills: java, rest, databases, docker, test-cases, linux. Delivered projects with focus on linux and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: docker, spring.",Backend,Senior,1
RS00544,"1+ years experience; key skills: python, statistics, backlog, monitoring, jira, test-cases. Delivered projects with focus on jira and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, tableau.",Data,Junior,0
RS00545,"0+ years experience; key skills: requirements, aws, kubernetes. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, pandas.",Data,Junior,0
RS00546,"6+ years experience; key skills: databases, java, planning, stakeholders, statistics, requirements, kubernetes. Delivered projects with focus on stakeholders and collaboration. Comfortable with agile.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: aws, docker.",Backend,Senior,1
RS00547,"5+ years experience; key skills: containers, linux, scrum, ui, microservices, terraform, pytest. Delivered projects with focus on scrum and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, aws.",DevOps,Mid,1
RS00548,"3+ years experience; key skills: selenium, pytest, aws, sql, rest, api-testing. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, scikit-learn.",Data,Mid,0
RS00549,"2+ years experience; key skills: java, postgres, databases, numpy. Delivered projects with focus on postgres and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: kafka, docker.",Backend,Junior,0
RS00550,"7+ years experience; key skills: sql, python, statistics, pytest, bash, kubernetes, linux. Delivered projects with focus on kubernetes and collaboration. Comfortable with scrum.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, numpy.",Data,Senior,1
RS00551,"0+ years experience; key skills: sql, agile, python. Delivered projects with focus on python and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, bash.",DevOps,Junior,0
RS00552,"5+ years experience; key skills: aws, scikit-learn, agile, scrum. Delivered projects with focus on scikit-learn and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: postgres, aws.",Backend,Mid,0
RS00553,"1+ years experience; key skills: linux, ci/cd, containers, agile, monitoring, webpack, css. Delivered projects with focus on webpack and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, bash.",DevOps,Junior,1
